[live_fx_dashboard] 2025-08-06 21:25:32 [INFO] EURUSD | BID: 1.16621 | ASK: 1.16623 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:25:33 [INFO] EURUSD | BID: 1.16617 | ASK: 1.16619 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:25:33 [INFO] EURUSD | BID: 1.16616 | ASK: 1.16618 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:25:35 [INFO] EURUSD | BID: 1.16616 | ASK: 1.16619 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:25:36 [INFO] EURUSD | BID: 1.16617 | ASK: 1.16619 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:25:37 [INFO] EURUSD | BID: 1.16616 | ASK: 1.16619 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:25:38 [INFO] EURUSD | BID: 1.16617 | ASK: 1.16619 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:25:39 [INFO] EURUSD | BID: 1.16616 | ASK: 1.16619 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:25:43 [INFO] EURUSD | BID: 1.16617 | ASK: 1.16619 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:25:46 [INFO] EURUSD | BID: 1.16616 | ASK: 1.16619 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:25:47 [INFO] EURUSD | BID: 1.16616 | ASK: 1.16618 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:25:47 [INFO] EURUSD | BID: 1.16614 | ASK: 1.16615 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:25:48 [INFO] EURUSD | BID: 1.16612 | ASK: 1.16615 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:25:52 [INFO] EURUSD | BID: 1.16611 | ASK: 1.16613 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:25:55 [INFO] EURUSD | BID: 1.16611 | ASK: 1.16614 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:25:56 [INFO] EURUSD | BID: 1.16612 | ASK: 1.16615 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:26:08 [INFO] EURUSD | BID: 1.16611 | ASK: 1.16614 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:26:12 [INFO] EURUSD | BID: 1.16616 | ASK: 1.16617 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:26:12 [INFO] EURUSD | BID: 1.16617 | ASK: 1.1662 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:26:16 [INFO] EURUSD | BID: 1.16618 | ASK: 1.1662 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:26:21 [INFO] EURUSD | BID: 1.16617 | ASK: 1.16619 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:26:24 [INFO] EURUSD | BID: 1.16618 | ASK: 1.16619 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:26:25 [INFO] EURUSD | BID: 1.16617 | ASK: 1.16619 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:26:26 [INFO] EURUSD | BID: 1.16618 | ASK: 1.16619 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:26:26 [INFO] EURUSD | BID: 1.16617 | ASK: 1.16619 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:26:27 [INFO] EURUSD | BID: 1.16618 | ASK: 1.16619 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:28:38 [INFO] EURUSD | BID geändert: 1.1662
[live_fx_dashboard] 2025-08-06 21:28:38 [INFO] EURUSD | ASK geändert: 1.1662
[live_fx_dashboard] 2025-08-06 21:28:39 [INFO] EURUSD | BID geändert: 1.16611
[live_fx_dashboard] 2025-08-06 21:28:39 [INFO] EURUSD | ASK geändert: 1.16613
[live_fx_dashboard] 2025-08-06 21:28:39 [INFO] EURUSD | BID geändert: 1.16609
[live_fx_dashboard] 2025-08-06 21:28:39 [INFO] EURUSD | ASK geändert: 1.1661
[live_fx_dashboard] 2025-08-06 21:28:40 [INFO] EURUSD | BID geändert: 1.16608
[live_fx_dashboard] 2025-08-06 21:28:41 [INFO] EURUSD | BID geändert: 1.16612
[live_fx_dashboard] 2025-08-06 21:28:41 [INFO] EURUSD | ASK geändert: 1.16614
[live_fx_dashboard] 2025-08-06 21:28:43 [INFO] EURUSD | BID geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:28:43 [INFO] EURUSD | ASK geändert: 1.16609
[live_fx_dashboard] 2025-08-06 21:28:50 [INFO] EURUSD | BID geändert: 1.16609
[live_fx_dashboard] 2025-08-06 21:28:50 [INFO] EURUSD | ASK geändert: 1.1661
[live_fx_dashboard] 2025-08-06 21:28:50 [INFO] EURUSD | BID geändert: 1.16608
[live_fx_dashboard] 2025-08-06 21:28:51 [INFO] EURUSD | ASK geändert: 1.16609
[live_fx_dashboard] 2025-08-06 21:29:00 [INFO] EURUSD | BID geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:29:02 [INFO] EURUSD | ASK geändert: 1.1661
[live_fx_dashboard] 2025-08-06 21:29:03 [INFO] EURUSD | BID geändert: 1.16608
[live_fx_dashboard] 2025-08-06 21:29:04 [INFO] EURUSD | BID geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:29:04 [INFO] EURUSD | ASK geändert: 1.16609
[live_fx_dashboard] 2025-08-06 21:29:05 [INFO] EURUSD | BID geändert: 1.16608
[live_fx_dashboard] 2025-08-06 21:29:06 [INFO] EURUSD | BID geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:29:06 [INFO] EURUSD | ASK geändert: 1.1661
[live_fx_dashboard] 2025-08-06 21:29:07 [INFO] EURUSD | ASK geändert: 1.16609
[live_fx_dashboard] 2025-08-06 21:29:08 [INFO] EURUSD | BID geändert: 1.16606
[live_fx_dashboard] 2025-08-06 21:29:09 [INFO] EURUSD | ASK geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:29:19 [INFO] EURUSD | BID geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:29:19 [INFO] EURUSD | ASK geändert: 1.16609
[live_fx_dashboard] 2025-08-06 21:29:20 [INFO] EURUSD | BID geändert: 1.16608
[live_fx_dashboard] 2025-08-06 21:29:21 [INFO] EURUSD | BID geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:29:22 [INFO] EURUSD | BID geändert: 1.16608
[live_fx_dashboard] 2025-08-06 21:29:27 [INFO] EURUSD | BID geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:29:27 [INFO] EURUSD | BID geändert: 1.16608
[live_fx_dashboard] 2025-08-06 21:29:28 [INFO] EURUSD | BID geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:29:28 [INFO] EURUSD | BID geändert: 1.16608
[live_fx_dashboard] 2025-08-06 21:29:29 [INFO] EURUSD | BID geändert: 1.16607
[live_fx_dashboard] 2025-08-06 21:29:30 [INFO] EURUSD | ASK geändert: 1.16608
[live_fx_dashboard] 2025-08-06 21:32:15 [INFO] 2025-08-06 21:32:15 | EURUSD | BID: nan | ASK: nan | SPREAD: nan
[live_fx_dashboard] 2025-08-06 21:33:38 [INFO] 2025-08-06 21:33:38 | EURUSD | BID: 1.16605 | ASK: 1.16607 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:33:39 [INFO] 2025-08-06 21:33:39 | EURUSD | BID: 1.16603 | ASK: 1.16605 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:33:53 [INFO] 2025-08-06 21:33:53 | EURUSD | BID: 1.16603 | ASK: 1.16606 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:33:54 [INFO] 2025-08-06 21:33:54 | EURUSD | BID: 1.16603 | ASK: 1.16605 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:33:56 [INFO] 2025-08-06 21:33:56 | EURUSD | BID: 1.16602 | ASK: 1.16605 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:33:56 [INFO] 2025-08-06 21:33:56 | EURUSD | BID: 1.16603 | ASK: 1.16605 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:33:58 [INFO] 2025-08-06 21:33:58 | EURUSD | BID: 1.16602 | ASK: 1.16605 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:33:59 [INFO] 2025-08-06 21:33:59 | EURUSD | BID: 1.16605 | ASK: 1.16606 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:34:00 [INFO] 2025-08-06 21:34:00 | EURUSD | BID: 1.16603 | ASK: 1.16606 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:34:01 [INFO] 2025-08-06 21:34:01 | EURUSD | BID: 1.16603 | ASK: 1.16605 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:34:03 [INFO] 2025-08-06 21:34:03 | EURUSD | BID: 1.16606 | ASK: 1.16607 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:34:04 [INFO] 2025-08-06 21:34:04 | EURUSD | BID: 1.16607 | ASK: 1.16609 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:34:05 [INFO] 2025-08-06 21:34:05 | EURUSD | BID: 1.16606 | ASK: 1.16609 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:34:05 [INFO] 2025-08-06 21:34:05 | EURUSD | BID: 1.16607 | ASK: 1.16609 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:34:11 [INFO] 2025-08-06 21:34:11 | EURUSD | BID: 1.16607 | ASK: 1.16608 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:34:11 [INFO] 2025-08-06 21:34:11 | EURUSD | BID: 1.16606 | ASK: 1.16608 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:34:14 [INFO] 2025-08-06 21:34:14 | EURUSD | BID: 1.16606 | ASK: 1.16609 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:34:14 [INFO] 2025-08-06 21:34:14 | EURUSD | BID: 1.16606 | ASK: 1.16607 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:34:15 [INFO] 2025-08-06 21:34:15 | EURUSD | BID: 1.16605 | ASK: 1.16607 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:20 [INFO] 2025-08-06 21:35:20 | EURUSD | BID: 1.16605 | ASK: 1.16605 | SPREAD: 0.0
[live_fx_dashboard] 2025-08-06 21:35:21 [INFO] 2025-08-06 21:35:21 | EURUSD | BID: 1.16603 | ASK: 1.16604 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:35:23 [INFO] 2025-08-06 21:35:23 | EURUSD | BID: 1.16602 | ASK: 1.16603 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:35:27 [INFO] 2025-08-06 21:35:27 | EURUSD | BID: 1.16601 | ASK: 1.16603 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:28 [INFO] 2025-08-06 21:35:28 | EURUSD | BID: 1.16602 | ASK: 1.16603 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:35:29 [INFO] 2025-08-06 21:35:29 | EURUSD | BID: 1.16601 | ASK: 1.16603 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:30 [INFO] 2025-08-06 21:35:30 | EURUSD | BID: 1.16602 | ASK: 1.16603 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:35:30 [INFO] 2025-08-06 21:35:30 | EURUSD | BID: 1.16601 | ASK: 1.16603 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:35 [INFO] 2025-08-06 21:35:35 | EURUSD | BID: 1.16598 | ASK: 1.166 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:35 [INFO] 2025-08-06 21:35:35 | EURUSD | BID: 1.166 | ASK: 1.16602 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:36 [INFO] 2025-08-06 21:35:36 | EURUSD | BID: 1.16601 | ASK: 1.16602 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:35:37 [INFO] 2025-08-06 21:35:37 | EURUSD | BID: 1.166 | ASK: 1.16602 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:38 [INFO] 2025-08-06 21:35:38 | EURUSD | BID: 1.16602 | ASK: 1.16603 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:35:39 [INFO] 2025-08-06 21:35:39 | EURUSD | BID: 1.16603 | ASK: 1.16604 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:35:39 [INFO] 2025-08-06 21:35:39 | EURUSD | BID: 1.16601 | ASK: 1.16603 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:41 [INFO] 2025-08-06 21:35:41 | EURUSD | BID: 1.16598 | ASK: 1.166 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:41 [INFO] 2025-08-06 21:35:41 | EURUSD | BID: 1.166 | ASK: 1.16602 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:43 [INFO] 2025-08-06 21:35:43 | EURUSD | BID: 1.16601 | ASK: 1.16603 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:50 [INFO] 2025-08-06 21:35:50 | EURUSD | BID: 1.16602 | ASK: 1.16604 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:35:51 [INFO] 2025-08-06 21:35:51 | EURUSD | BID: 1.16603 | ASK: 1.16605 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:36:09 [INFO] 2025-08-06 21:36:09 | EURUSD | BID: 1.16603 | ASK: 1.16604 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:36:13 [INFO] 2025-08-06 21:36:13 | EURUSD | BID: 1.16601 | ASK: 1.16603 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:36:14 [INFO] 2025-08-06 21:36:14 | EURUSD | BID: 1.16602 | ASK: 1.16603 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:36:22 [INFO] 2025-08-06 21:36:22 | EURUSD | BID: 1.166 | ASK: 1.16601 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:36:23 [INFO] 2025-08-06 21:36:23 | EURUSD | BID: 1.166 | ASK: 1.16602 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:36:26 [INFO] 2025-08-06 21:36:26 | EURUSD | BID: 1.16601 | ASK: 1.16602 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:36:29 [INFO] 2025-08-06 21:36:29 | EURUSD | BID: 1.166 | ASK: 1.16602 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:36:29 [INFO] 2025-08-06 21:36:29 | EURUSD | BID: 1.16602 | ASK: 1.16604 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:36:30 [INFO] 2025-08-06 21:36:30 | EURUSD | BID: 1.16603 | ASK: 1.16604 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:36:31 [INFO] 2025-08-06 21:36:31 | EURUSD | BID: 1.16603 | ASK: 1.16605 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:36:33 [INFO] 2025-08-06 21:36:33 | EURUSD | BID: 1.16602 | ASK: 1.16604 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:36:35 [INFO] 2025-08-06 21:36:35 | EURUSD | BID: 1.16601 | ASK: 1.16603 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:36:36 [INFO] 2025-08-06 21:36:36 | EURUSD | BID: 1.16602 | ASK: 1.16603 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:36:42 [INFO] 2025-08-06 21:36:42 | EURUSD | BID: 1.16602 | ASK: 1.16604 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:37:03 [INFO] 2025-08-06 21:37:03 | EURUSD | BID: 1.16601 | ASK: 1.16604 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:37:05 [INFO] 2025-08-06 21:37:05 | EURUSD | BID: 1.16602 | ASK: 1.16604 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:37:06 [INFO] 2025-08-06 21:37:06 | EURUSD | BID: 1.16601 | ASK: 1.16604 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:37:06 [INFO] 2025-08-06 21:37:06 | EURUSD | BID: 1.16602 | ASK: 1.16604 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:37:07 [INFO] 2025-08-06 21:37:07 | EURUSD | BID: 1.16601 | ASK: 1.16604 | SPREAD: 3e-05
[live_fx_dashboard] 2025-08-06 21:37:09 [INFO] 2025-08-06 21:37:09 | EURUSD | BID: 1.16602 | ASK: 1.16604 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:37:10 [INFO] 2025-08-06 21:37:10 | EURUSD | BID: 1.16605 | ASK: 1.16607 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:37:11 [INFO] 2025-08-06 21:37:11 | EURUSD | BID: 1.16606 | ASK: 1.16607 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:37:12 [INFO] 2025-08-06 21:37:12 | EURUSD | BID: 1.16603 | ASK: 1.16605 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 21:37:13 [INFO] 2025-08-06 21:37:13 | EURUSD | BID: 1.16605 | ASK: 1.16606 | SPREAD: 1e-05
[live_fx_dashboard] 2025-08-06 21:37:20 [INFO] 2025-08-06 21:37:20 | EURUSD | BID: 1.16603 | ASK: 1.16605 | SPREAD: 2e-05
[live_fx_dashboard] 2025-08-06 23:24:41 [INFO] 2025-08-06 23:24:41 | EURUSD | BID: nan | ASK: nan | SPREAD: nan
[live_fx_dashboard] 2025-08-06 23:24:42 [INFO] 2025-08-06 23:24:42 | EURUSD | BID: nan | ASK: nan | SPREAD: nan
[live_fx_dashboard] 2025-08-06 23:24:42 [INFO] 2025-08-06 23:24:42 | EURUSD | BID: nan | ASK: nan | SPREAD: nan
[live_fx_dashboard] 2025-08-06 23:24:43 [INFO] 2025-08-06 23:24:43 | EURUSD | BID: 1.16539 | ASK: 1.16578 | SPREAD: 0.00039
